order_date,daily_revenue,rolling_30d_revenue
2023-10-17,90157.28,13433145.92
2023-10-18,843105.79,14160404.82
2023-10-19,120686.58,14165220.15
2023-10-20,87478.14,13928372.48
2023-10-21,285960.13,14098928.73
2023-10-22,294661.06,14282771.3
2023-10-23,268865.29,14220497.13
2023-10-24,379610.01,14218883.07
2023-10-25,112897.45,14178338.92
2023-10-26,781861.36,14832915.77
2023-10-27,378278.92,13952534.27
2023-10-28,429865.71,14263126.4
2023-10-29,870669.56,15031864.21
2023-10-30,2037042.78,13907018.83
2023-10-31,122634.88,13499678.97
2023-11-01,1075129.78,14338014.66
2023-11-02,109737.29,13871671.89
2023-11-03,112809.55,13218881.08
2023-11-04,100833.18,12906218.27
2023-11-05,142708.47,12765141.03
2023-11-06,96134.45,11924999.73
2023-11-07,230623.83,11827506.92
2023-11-08,820105.7,12482706.17
2023-11-09,374424.9,11197483.68
2023-11-10,113717.41,11182675.16
2023-11-11,128261.66,11225356.5
2023-11-12,115827.33,11238872.31
2023-11-13,285170.65,11042789.81
2023-11-14,112145.69,11040841.02
2023-11-15,92991.59,11014396.42
2023-11-16,500657.58,11424896.72
2023-11-17,304829.68,10886620.61
2023-11-18,555675.45,11321609.48
2023-11-19,104036.71,11338168.05
2023-11-20,492012.58,11544220.5
2023-11-21,1426611.47,12676170.91
2023-11-22,181036.95,12588342.57
2023-11-23,112891.78,12321624.34
2023-11-24,693043.64,12901770.53
2023-11-25,95053.6,12214962.77
2023-11-26,515428.44,12352112.29
2023-11-27,768008.73,12690255.31
2023-11-28,738259.68,12557845.43
2023-11-29,192728.08,10713530.73
2023-11-30,1385322.39,11976218.24
2023-12-01,548496.68,11449585.14
2023-12-02,1796045.09,13135892.94
2023-12-03,156871.82,13179955.21
2023-12-04,178729.84,13257851.87
2023-12-05,720559.24,13835702.64
2023-12-06,286977.36,14026545.55
2023-12-07,168646.4,13964568.12
2023-12-08,114064.9,13258527.32
2023-12-09,101018.69,12985121.11
2023-12-10,297760.0,13169163.7
2023-12-11,187629.33,13228531.37
2023-12-12,188608.81,13301312.85
2023-12-13,299918.96,13316061.16
2023-12-14,530053.85,13733969.32
2023-12-15,510391.84,14151369.57
2023-12-16,89169.93,13739881.92
2023-12-17,300080.01,13735132.25
2023-12-18,914577.52,14094034.32
2023-12-19,307480.25,14297477.86
2023-12-20,310209.85,14115675.13
2023-12-21,75710.47,12764774.13
2023-12-22,610207.7,13193944.88
2023-12-23,372341.76,13453394.86
2023-12-24,674399.12,13434750.34
2023-12-25,104787.99,13444484.73
2023-12-26,280334.81,13209391.1
2023-12-27,98088.37,12539470.74
2023-12-28,498869.79,12300080.85
2023-12-29,309684.23,12417037.0
2023-12-30,705557.19,11737271.8
2023-12-31,279688.93,11468464.05
2024-01-01,298417.79,9970836.75
2024-01-02,158216.11,9972181.04
2024-01-03,596693.02,10390144.22
2024-01-04,272073.3,9941658.28
2024-01-05,515157.46,10169838.38
2024-01-06,105146.13,10106338.11
2024-01-07,101610.42,10093883.63
2024-01-08,424381.03,10417245.97
2024-01-09,295027.27,10414513.24
2024-01-10,209252.7,10436136.61
2024-01-11,808557.84,11056085.64
2024-01-12,564578.84,11320745.52
2024-01-13,262742.49,11053434.16
2024-01-14,488989.31,11032031.63
2024-01-15,140898.17,11083759.87
2024-01-16,311500.91,11095180.77
2024-01-17,121759.42,10302362.67
2024-01-18,99133.06,10094015.48
2024-01-19,97850.52,9881656.15
2024-01-20,117627.52,9923573.2
2024-01-21,531544.09,9844909.59
2024-01-22,89337.2,9561905.03
2024-01-23,1131332.25,10018838.16
2024-01-24,1059105.78,10973155.95
2024-01-25,596098.91,11288920.05
2024-01-26,82638.83,11273470.51
2024-01-27,75667.51,10850268.23
2024-01-28,132711.79,10673295.79
2024-01-29,519776.08,10487514.68
2024-01-30,1796566.67,12004392.42
2024-01-31,1006486.06,12712460.69
2024-02-01,482444.79,13036689.37
2024-02-02,107631.44,12547627.79
2024-02-03,535587.15,12811141.64
2024-02-04,423267.4,12719251.58
2024-02-05,266727.65,12880833.1
2024-02-06,137779.96,12917002.64
2024-02-07,128930.34,12621551.95
2024-02-08,245706.25,12572230.93
2024-02-09,1211954.77,13574933.0
2024-02-10,127996.79,12894371.95
