item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
104,13104,354,1,759.66,0.0,759.66
105,62807,237,1,65.61,0.12,57.74
106,26048,460,1,62.92,0.0,62.92
107,71317,496,3,86.21,0.3019,180.55
108,48047,19,5,224.73,0.0183,1103.09
109,41072,9,1,213.76,0.3662,135.48
110,54433,492,3,68.19,0.2421,155.04
111,94531,168,2,147.95,0.3893,180.71
112,86955,158,1,81.72,0.1241,71.58
113,46648,462,1,456.75,0.0603,429.21
114,73636,364,1,159.19,0.0363,153.41
115,94853,107,1,1317.67,0.0,1317.67
116,63363,415,3,89.3,0.2302,206.23
117,31075,103,3,190.73,0.1853,466.16
118,32054,156,2,940.86,0.3086,1301.02
119,33328,118,1,372.65,0.2273,287.95
120,1631,438,1,51.53,0.0,51.53
121,30676,395,1,19.16,0.2886,13.63
122,48971,205,2,144.98,0.1158,256.38
123,11223,271,1,28.4,0.2335,21.77
124,57329,496,6,86.21,0.0,517.26
125,30202,236,2,32.17,0.0,64.34
126,11870,321,5,37.26,0.1783,153.08
127,42896,246,5,136.72,0.0,683.6
128,84845,464,4,34.2,0.0,136.8
129,5010,164,1,113.47,0.0729,105.2
130,90840,85,1,54.49,0.0,54.49
131,89858,178,3,28.95,0.3934,52.68
132,50300,75,1,1815.37,0.0,1815.37
133,79401,500,1,140.32,0.0,140.32
134,50640,257,1,56.5,0.0,56.5
135,24056,168,2,147.95,0.0,295.9
136,47274,454,1,825.93,0.0,825.93
137,76207,428,1,140.81,0.3883,86.13
138,15483,28,2,50.77,0.1069,90.69
139,95347,195,1,147.98,0.0108,146.38
140,74911,437,1,632.42,0.1778,519.98
141,60711,398,3,261.25,0.0,783.75
142,52957,440,1,46.75,0.0768,43.16
143,38210,304,1,306.68,0.3726,192.41
144,91979,292,1,40.28,0.2187,31.47
145,68729,403,3,41.5,0.0,124.5
146,79664,390,1,2.85,0.0,2.85
147,87874,175,1,33.76,0.0,33.76
148,27856,247,1,407.18,0.2759,294.84
149,84465,257,2,56.5,0.1009,101.6
150,42041,329,2,192.16,0.3183,261.99
151,72730,471,2,66.74,0.0,133.48
152,43621,460,1,62.92,0.0,62.92
153,11268,368,3,201.98,0.0913,550.62
154,75672,470,2,12.56,0.0739,23.26
155,71467,266,2,165.08,0.3345,219.72
156,34474,462,1,456.75,0.0,456.75
157,2597,449,3,482.52,0.2297,1115.06
158,68419,453,3,21.45,0.3702,40.53
159,79079,324,1,700.97,0.2173,548.65
160,70294,51,4,290.99,0.0,1163.96
161,954,38,1,115.77,0.0,115.77
162,16272,39,1,1626.46,0.0,1626.46
163,49598,211,4,544.15,0.0,2176.6
164,67343,324,1,700.97,0.0,700.97
165,1755,404,2,67.85,0.0,135.7
166,87736,74,1,60.71,0.0,60.71
167,10451,416,1,93.86,0.0,93.86
168,98159,24,2,24.73,0.1641,41.34
169,17513,151,2,12.48,0.0,24.96
170,11184,292,2,40.28,0.0,80.56
171,76062,248,1,157.45,0.0,157.45
172,41347,304,1,306.68,0.0271,298.37
173,61508,423,1,114.5,0.0,114.5
174,39073,465,1,73.02,0.0,73.02
175,9535,468,5,203.29,0.0,1016.45
176,67288,245,3,44.21,0.0,132.63
177,95988,162,1,227.17,0.0,227.17
178,35542,372,1,139.37,0.1037,124.92
179,5594,409,1,45.93,0.0,45.93
180,11395,316,3,133.94,0.0,401.82
181,5013,235,3,155.75,0.287,333.15
182,96634,163,6,6.43,0.3924,23.44
183,88526,161,1,42.19,0.0,42.19
184,11194,317,1,50.63,0.3226,34.3
185,99009,394,1,128.09,0.3325,85.5
186,61171,115,1,359.23,0.094,325.46
187,96252,42,2,268.79,0.3208,365.12
188,21093,54,1,1004.99,0.0,1004.99
189,32105,229,1,99.56,0.3372,65.99
190,47381,412,4,726.79,0.0236,2838.55
191,99005,432,2,17.57,0.0,35.14
192,5487,6,1,41.0,0.0,41.0
193,53623,285,2,30.12,0.0,60.24
194,47020,392,3,37.3,0.0,111.9
195,9471,25,1,442.62,0.1982,354.89
196,6650,255,1,543.12,0.0074,539.1
197,47295,164,1,113.47,0.0,113.47
198,48620,14,2,378.66,0.0,757.32
199,57082,305,1,102.41,0.0,102.41
200,95955,253,4,29.54,0.0,118.16
201,29228,296,3,6.8,0.2802,14.68
202,6762,482,1,42.26,0.0,42.26
203,73173,463,2,582.21,0.2536,869.12
204,84279,434,2,167.16,0.2189,261.14
205,51145,197,1,22.43,0.0,22.43
206,55941,230,2,228.02,0.0399,437.84
207,11820,239,1,30.56,0.0,30.56
208,52914,394,2,128.09,0.0,256.18
209,6484,262,4,6.21,0.0,24.84
210,83007,391,4,17.94,0.322,48.65
211,56913,460,2,62.92,0.0,125.84
212,12436,293,1,867.07,0.0,867.07
213,33623,219,6,614.85,0.2498,2767.56
214,37287,188,1,215.71,0.0,215.71
215,54063,118,1,372.65,0.1345,322.53
216,37505,165,3,335.13,0.0,1005.39
217,25445,35,1,1280.41,0.1156,1132.39
218,1196,416,1,93.86,0.0,93.86
219,53029,365,1,9.46,0.2551,7.05
220,80900,231,2,240.39,0.0619,451.02
221,39488,415,1,89.3,0.0,89.3
222,19477,431,1,137.1,0.0,137.1
223,58761,37,1,702.36,0.3193,478.1
224,52712,105,3,12.04,0.3278,24.28
225,51101,140,2,304.3,0.0,608.6
226,519,52,2,40.54,0.0,81.08
227,57196,354,2,759.66,0.2615,1122.02
228,94371,364,3,159.19,0.1349,413.15
229,39573,413,1,113.19,0.0386,108.82
230,16193,325,1,25.72,0.2744,18.66
231,60486,196,1,477.73,0.0,477.73
232,51479,249,5,1269.95,0.0,6349.75
233,8789,191,5,1359.9,0.0445,6496.92
234,29062,4,1,2107.04,0.3603,1347.87
235,87206,450,3,766.0,0.0,2298.0
236,91489,273,5,832.74,0.0,4163.7
237,2972,308,1,427.59,0.0,427.59
238,64847,84,5,330.41,0.335,1098.61
239,47293,359,4,161.22,0.0,644.88
240,31308,331,1,0.92,0.0,0.92
241,90508,219,3,614.85,0.0,1844.55
242,81528,272,1,38.7,0.376,24.15
243,59612,25,3,442.62,0.0,1327.86
244,76235,327,2,17.13,0.0611,32.17
245,44152,399,2,48.85,0.0451,93.29
246,66692,145,1,280.61,0.0,280.61
247,11349,310,3,56.02,0.1721,139.14
248,4335,468,2,203.29,0.0,406.58
249,54180,238,6,262.5,0.2017,1257.32
250,16055,184,4,78.87,0.2069,250.21
251,63567,240,3,29.25,0.0,87.75
252,78442,287,2,21.21,0.0,42.42
253,98458,25,3,442.62,0.0,1327.86
254,96539,35,5,1280.41,0.2888,4553.14
255,15875,119,1,399.55,0.309,276.09
256,4725,489,3,240.56,0.0,721.68
257,84356,491,1,322.69,0.0,322.69
258,29576,78,1,1213.82,0.0,1213.82
259,48744,294,2,320.68,0.3437,420.92
260,88832,221,4,93.81,0.1279,327.25
261,64477,330,1,270.83,0.0,270.83
262,68170,74,1,60.71,0.0,60.71
263,34958,457,1,19.95,0.0,19.95
264,28318,252,1,310.89,0.264,228.82
265,53710,211,3,544.15,0.0,1632.45
266,51908,110,1,226.53,0.0,226.53
267,2156,457,3,19.95,0.0,59.85
268,50213,306,1,1318.32,0.0,1318.32
269,51552,355,1,37.69,0.0,37.69
270,66142,53,1,119.99,0.1414,103.02
271,52155,227,1,238.22,0.0,238.22
272,77136,471,4,66.74,0.0,266.96
273,26473,105,2,12.04,0.0,24.08
274,68005,331,2,0.92,0.0,1.84
275,2108,279,1,707.36,0.0,707.36
276,2540,209,2,67.89,0.0,135.78
277,64912,426,4,849.19,0.0,3396.76
278,51201,211,4,544.15,0.0523,2062.76
279,32093,115,2,359.23,0.0,718.46
280,23685,122,1,162.72,0.0,162.72
281,95677,306,5,1318.32,0.0,6591.6
282,3136,144,2,275.6,0.1531,466.81
283,80782,275,1,650.9,0.0442,622.13
284,36490,165,2,335.13,0.1307,582.66
285,55284,407,2,135.7,0.0,271.4
286,6993,328,3,330.59,0.0,991.77
287,16224,149,3,269.97,0.135,700.57
288,80970,458,2,59.54,0.276,86.21
289,64139,166,4,18.04,0.0,72.16
290,81646,255,1,543.12,0.3279,365.03
291,78064,228,1,94.94,0.0,94.94
292,55249,10,2,1069.43,0.0,2138.86
293,35166,178,1,28.95,0.0,28.95
294,77192,294,2,320.68,0.0,641.36
295,98988,95,5,20.93,0.2592,77.52
296,92223,44,1,72.23,0.1573,60.87
297,86314,358,1,45.07,0.3892,27.53
298,96473,281,3,162.32,0.0,486.96
299,39427,420,2,38.0,0.0,76.0
300,19276,330,5,270.83,0.0,1354.15
301,34663,156,4,940.86,0.0,3763.44
302,40928,332,1,532.05,0.0,532.05
303,73413,250,1,38.69,0.0,38.69
304,19269,400,3,322.86,0.0572,913.18
305,62821,481,2,28.75,0.0,57.5
306,28039,454,1,825.93,0.2742,599.46
307,17431,281,1,162.32,0.0,162.32
308,15360,406,1,365.74,0.0,365.74
309,15696,173,2,205.0,0.0119,405.12
310,86547,364,1,159.19,0.0,159.19
311,12324,127,1,2.47,0.0,2.47
312,23322,332,5,532.05,0.0,2660.25
313,27021,162,2,227.17,0.0112,449.25
314,54254,405,2,231.59,0.0,463.18
315,50510,295,6,143.56,0.0,861.36
316,52597,125,4,653.54,0.0,2614.16
317,98840,232,2,365.18,0.0,730.36
318,12001,240,2,29.25,0.19,47.39
319,70571,99,1,44.16,0.0383,42.47
320,58459,71,2,517.6,0.2666,759.22
321,44039,134,1,726.94,0.0,726.94
322,48115,480,1,162.46,0.0,162.46
323,50018,271,2,28.4,0.0,56.8
324,90275,64,1,42.42,0.0,42.42
325,21280,334,3,212.25,0.0,636.75
326,76477,384,1,308.52,0.1713,255.67
327,10538,136,3,644.31,0.0422,1851.36
328,20391,463,1,582.21,0.0,582.21
329,53630,255,1,543.12,0.0,543.12
330,32268,366,3,55.75,0.0,167.25
331,13070,367,4,348.83,0.0959,1261.51
332,94671,184,2,78.87,0.0,157.74
333,20385,188,2,215.71,0.0805,396.69
334,43722,387,1,26.21,0.0192,25.71
335,44607,36,1,51.85,0.1092,46.19
336,39802,163,1,6.43,0.0,6.43
337,22685,261,2,412.71,0.109,735.45
338,47343,283,2,19.85,0.0,39.7
339,7661,230,1,228.02,0.1859,185.63
340,15183,387,1,26.21,0.0,26.21
341,37619,412,1,726.79,0.0,726.79
342,61004,145,2,280.61,0.0,561.22
343,74133,180,2,10.3,0.264,15.16
344,3520,411,2,157.51,0.0,315.02
345,11544,201,1,25.26,0.0,25.26
346,19463,470,2,12.56,0.0093,24.89
347,19847,452,4,256.17,0.0,1024.68
348,2827,413,5,113.19,0.0,565.95
349,23443,487,2,186.23,0.0,372.46
350,46660,279,1,707.36,0.2641,520.55
351,83391,19,1,224.73,0.0,224.73
352,90529,430,1,35.53,0.0,35.53
353,72782,370,1,133.38,0.1911,107.89
354,40965,221,1,93.81,0.0,93.81
355,28768,103,2,190.73,0.2926,269.84
356,39974,282,1,105.09,0.2985,73.72
357,54623,302,6,198.12,0.217,930.77
358,41370,58,1,585.76,0.3856,359.89
359,35532,391,3,17.94,0.0,53.82
360,30355,309,3,110.48,0.0,331.44
361,21576,401,1,2034.71,0.3174,1388.89
362,50768,356,3,5.98,0.0,17.94
363,17745,484,2,42.69,0.0,85.38
364,53277,173,1,205.0,0.2189,160.13
365,75530,98,5,178.97,0.0477,852.17
366,56273,346,1,80.38,0.0,80.38
367,49546,428,3,140.81,0.2306,325.02
368,57947,365,3,9.46,0.1709,23.53
369,1922,47,1,124.02,0.0,124.02
370,34198,341,2,19.93,0.0,39.86
371,93575,227,2,238.22,0.1647,397.97
372,6368,340,1,552.33,0.213,434.68
373,62567,142,1,36.52,0.0,36.52
374,43066,133,1,587.57,0.0714,545.62
375,6150,74,2,60.71,0.0,121.42
376,6384,308,2,427.59,0.0785,788.05
377,92166,415,1,89.3,0.0,89.3
378,97993,199,2,83.3,0.0,166.6
379,9650,274,1,117.79,0.2127,92.74
380,65658,195,3,147.98,0.3829,273.96
381,20571,112,3,274.66,0.0907,749.25
382,60043,76,2,1123.65,0.0,2247.3
383,48982,287,2,21.21,0.0,42.42
384,46950,488,1,1309.36,0.0,1309.36
385,4729,438,1,51.53,0.0,51.53
386,53256,136,3,644.31,0.0,1932.93
387,27040,270,1,404.33,0.1456,345.46
388,61255,446,2,295.4,0.0,590.8
389,24443,23,2,192.61,0.0233,376.24
390,99426,480,1,162.46,0.0,162.46
391,1510,315,2,65.55,0.0,131.1
392,48804,212,3,178.9,0.364,341.34
393,18896,218,1,32.09,0.2201,25.03
394,45576,210,2,535.87,0.3978,645.4
395,17204,383,1,16.66,0.3786,10.35
396,5973,317,2,50.63,0.0,101.26
397,47112,14,1,378.66,0.0,378.66
398,47070,102,2,107.29,0.0,214.58
399,1421,482,2,42.26,0.0,84.52
400,77733,445,1,270.25,0.0222,264.25
401,65575,442,3,72.67,0.1709,180.75
402,96431,242,3,690.9,0.0,2072.7
403,43078,397,1,210.93,0.3564,135.75
404,35638,340,1,552.33,0.2862,394.25
405,14374,399,3,48.85,0.1368,126.5
406,68286,475,1,124.56,0.3353,82.8
407,83674,322,1,1.04,0.0,1.04
408,59956,47,3,124.02,0.0539,352.01
409,56320,189,5,418.32,0.233,1604.26
410,34448,471,1,66.74,0.0,66.74
411,70564,83,1,708.88,0.0,708.88
412,25317,304,1,306.68,0.3526,198.54
413,98619,177,1,677.21,0.0194,664.07
414,23127,185,1,158.82,0.0,158.82
415,54364,157,2,40.38,0.29,57.34
416,97557,33,1,79.61,0.3521,51.58
417,75982,288,1,833.14,0.0983,751.24
418,57584,55,2,25.27,0.0,50.54
419,79060,79,1,721.05,0.0,721.05
420,83394,109,3,221.78,0.0,665.34
421,83798,214,1,105.3,0.3341,70.12
422,93768,283,2,19.85,0.2909,28.15
423,53166,103,3,190.73,0.2561,425.65
424,23746,304,1,306.68,0.0,306.68
425,70345,310,2,56.02,0.0,112.04
426,73494,353,3,4.23,0.2886,9.03
427,51523,101,4,34.89,0.0,139.56
428,6629,34,5,1038.4,0.0,5192.0
429,86087,88,1,196.92,0.0377,189.5
430,11664,368,4,201.98,0.2917,572.25
431,27257,92,2,271.49,0.0,542.98
432,56905,82,1,695.53,0.0213,680.72
433,52004,298,2,1887.92,0.0,3775.84
434,73280,402,1,1152.82,0.0289,1119.5
435,26909,31,5,161.91,0.2808,582.23
436,73676,428,1,140.81,0.0,140.81
437,42504,12,1,41.1,0.0,41.1
438,63557,481,3,28.75,0.1004,77.59
439,88144,345,1,60.99,0.1498,51.85
440,32833,490,2,401.99,0.3341,535.37
441,23231,271,1,28.4,0.0143,27.99
442,3712,67,2,80.04,0.1092,142.6
443,80002,119,2,399.55,0.0,799.1
444,52619,281,2,162.32,0.0,324.64
445,80019,425,2,487.51,0.0,975.02
446,59368,271,1,28.4,0.1987,22.76
447,22560,10,3,1069.43,0.1969,2576.58
448,23020,7,1,849.31,0.3368,563.26
449,32664,449,1,482.52,0.0,482.52
450,26904,123,4,122.29,0.3009,341.97
451,42450,387,2,26.21,0.0,52.42
452,71605,329,1,192.16,0.3036,133.82
453,57260,275,3,650.9,0.1937,1574.46
454,17657,61,2,17.22,0.0,34.44
455,86044,122,1,162.72,0.1865,132.37
456,79722,255,1,543.12,0.0,543.12
457,12853,193,2,473.04,0.0,946.08
458,47641,230,1,228.02,0.0,228.02
459,86619,427,2,1834.39,0.0,3668.78
460,78324,283,4,19.85,0.0572,74.86
461,14301,408,2,29.35,0.2597,43.46
462,56657,157,3,40.38,0.1721,100.29
463,47624,84,2,330.41,0.0,660.82
464,15872,183,3,147.32,0.3364,293.28
465,78494,89,1,47.07,0.024,45.94
466,17176,417,5,150.1,0.0645,702.09
467,64290,372,3,139.37,0.0,418.11
468,1426,456,3,127.92,0.1014,344.85
469,53636,130,1,531.27,0.0,531.27
470,22386,308,1,427.59,0.0,427.59
471,43839,139,3,8.92,0.0,26.76
472,39367,18,1,20.75,0.1509,17.62
473,82890,102,2,107.29,0.0,214.58
474,49538,197,1,22.43,0.3335,14.95
475,55099,400,3,322.86,0.0,968.58
476,9172,207,5,22.03,0.1175,97.21
477,88815,311,1,874.88,0.0,874.88
478,55574,267,6,373.09,0.0,2238.54
479,96623,432,2,17.57,0.0544,33.23
480,62598,495,3,430.2,0.0,1290.6
481,51437,409,1,45.93,0.0,45.93
482,91209,360,1,215.55,0.2511,161.43
483,59811,301,4,440.84,0.0924,1600.43
484,87451,166,1,18.04,0.0325,17.45
485,33235,491,1,322.69,0.0,322.69
486,99441,387,1,26.21,0.0,26.21
487,42569,8,1,816.54,0.0,816.54
488,78303,293,5,867.07,0.0,4335.35
489,28266,486,1,106.78,0.3446,69.98
490,10284,159,5,18.65,0.0,93.25
491,82748,14,1,378.66,0.0166,372.37
492,86140,473,1,986.75,0.0,986.75
493,78477,223,1,308.21,0.3867,189.03
494,42244,131,1,4.49,0.0,4.49
495,2646,40,1,15.7,0.1805,12.87
496,32609,21,1,297.89,0.0,297.89
497,52894,139,5,8.92,0.0,44.6
498,7834,147,1,89.03,0.0697,82.82
499,47445,278,2,52.11,0.3715,65.5
500,36264,219,1,614.85,0.3581,394.67
501,96800,61,4,17.22,0.1714,57.07
502,68555,27,1,41.95,0.0,41.95
503,48490,303,2,1877.75,0.0,3755.5
504,41333,138,1,22.56,0.3212,15.31
505,49841,257,2,56.5,0.0,113.0
506,33770,488,2,1309.36,0.062,2456.36
507,77173,33,2,79.61,0.3816,98.46
508,9997,273,2,832.74,0.0,1665.48
509,27742,34,1,1038.4,0.0,1038.4
510,37713,70,3,55.76,0.0,167.28
511,47980,127,1,2.47,0.0,2.47
512,95049,159,1,18.65,0.0,18.65
513,54591,87,1,1946.42,0.0,1946.42
514,60018,181,1,105.65,0.0,105.65
515,14001,380,1,20.0,0.0,20.0
516,83889,446,4,295.4,0.0815,1085.3
517,89549,194,1,34.41,0.2116,27.13
518,12270,225,3,156.68,0.0,470.04
519,28630,95,3,20.93,0.0,62.79
520,95754,57,1,115.66,0.1343,100.13
521,80150,309,2,110.48,0.3799,137.02
522,7005,480,1,162.46,0.0,162.46
523,82590,280,1,22.96,0.0,22.96
524,36884,254,2,31.84,0.0,63.68
525,60479,186,1,118.15,0.0,118.15
526,84776,46,1,95.16,0.0,95.16
527,26372,447,2,152.3,0.0,304.6
528,51922,148,4,400.67,0.3138,1099.76
529,57480,500,2,140.32,0.0,280.64
530,67842,437,1,632.42,0.3926,384.13
531,38315,55,5,25.27,0.0,126.35
532,99565,499,1,13.2,0.0,13.2
533,22047,190,4,173.86,0.3686,439.1
534,45784,311,3,874.88,0.1932,2117.56
535,16755,80,4,20.41,0.1561,68.9
536,23342,474,1,27.94,0.0,27.94
537,48660,387,2,26.21,0.0,52.42
538,81123,88,1,196.92,0.0,196.92
539,37216,321,5,37.26,0.3122,128.14
540,4343,81,2,28.49,0.0,56.98
541,99737,247,1,407.18,0.0,407.18
542,96629,322,1,1.04,0.3642,0.66
543,38897,283,1,19.85,0.1287,17.3
544,32055,462,3,456.75,0.2761,991.92
545,25933,191,1,1359.9,0.3414,895.63
546,64911,30,3,138.71,0.0867,380.05
547,48113,284,2,117.13,0.1718,194.01
548,19876,177,1,677.21,0.173,560.05
549,95067,230,3,228.02,0.0,684.06
550,65059,110,1,226.53,0.0,226.53
551,58545,137,1,21.55,0.0,21.55
552,30095,440,1,46.75,0.0,46.75
553,92834,147,1,89.03,0.0,89.03
554,34188,398,1,261.25,0.0,261.25
555,91430,379,1,279.21,0.1181,246.24
556,19936,113,1,35.35,0.0,35.35
557,44236,62,2,30.78,0.2112,48.56
558,39283,225,2,156.68,0.0,313.36
559,43291,250,1,38.69,0.1029,34.71
560,62137,216,1,104.21,0.0,104.21
561,87973,164,1,113.47,0.3873,69.52
562,35724,403,1,41.5,0.0,41.5
563,92400,67,1,80.04,0.1127,71.02
564,69487,160,2,2385.98,0.1406,4101.02
565,87635,203,1,325.7,0.0,325.7
566,41584,6,3,41.0,0.0,123.0
567,39509,481,1,28.75,0.0,28.75
568,38828,148,2,400.67,0.0,801.34
569,26891,175,3,33.76,0.0,101.28
570,90467,412,3,726.79,0.1464,1861.16
571,7109,497,2,426.98,0.0,853.96
572,10770,419,3,498.65,0.0,1495.95
573,84036,212,5,178.9,0.0551,845.21
574,4016,236,3,32.17,0.2475,72.62
575,86868,151,1,12.48,0.2307,9.6
576,9282,111,2,23.27,0.0,46.54
577,51055,124,1,867.57,0.0,867.57
578,84975,299,5,1.72,0.2346,6.58
579,18469,56,2,35.41,0.1988,56.74
580,78979,381,1,656.11,0.0,656.11
581,53160,7,3,849.31,0.3001,1783.3
582,20026,74,3,60.71,0.0,182.13
583,71672,499,1,13.2,0.0,13.2
584,63451,129,2,220.96,0.2649,324.86
585,37091,248,2,157.45,0.0,314.9
586,23719,165,1,335.13,0.0,335.13
587,49360,260,1,1293.2,0.206,1026.8
588,32403,352,5,79.94,0.3526,258.77
589,57810,335,5,7.27,0.119,32.02
590,45807,27,6,41.95,0.0,251.7
591,66960,275,2,650.9,0.1716,1078.41
592,23400,493,2,264.33,0.2636,389.31
593,17178,432,3,17.57,0.0,52.71
594,26689,285,3,30.12,0.0,90.36
595,49095,142,1,36.52,0.0,36.52
596,50535,139,4,8.92,0.0,35.68
597,90587,359,3,161.22,0.0,483.66
598,64028,259,1,1023.5,0.107,913.99
599,29467,169,6,620.78,0.0533,3526.15
600,25434,284,1,117.13,0.0,117.13
601,67879,192,2,94.98,0.0,189.96
602,70181,20,3,516.69,0.0,1550.07
603,31477,291,1,308.48,0.1519,261.62
604,33397,110,1,226.53,0.0,226.53
605,85366,388,1,292.93,0.3748,183.14
606,38096,86,1,187.44,0.1052,167.72
607,72436,176,2,1155.22,0.0,2310.44
608,39140,325,3,25.72,0.3065,53.51
609,92561,162,4,227.17,0.1225,797.37
610,88402,15,5,192.74,0.0,963.7
611,47716,367,3,348.83,0.0,1046.49
612,55796,411,3,157.51,0.2532,352.89
613,32350,124,1,867.57,0.0,867.57
614,38024,318,5,184.32,0.0,921.6
615,99693,265,1,31.17,0.0,31.17
616,24310,423,1,114.5,0.0,114.5
617,49685,406,1,365.74,0.0,365.74
618,15035,495,1,430.2,0.0,430.2
619,27792,417,4,150.1,0.0,600.4
620,19475,179,1,97.72,0.0,97.72
621,97593,258,3,215.24,0.1552,545.5
622,72788,494,2,103.31,0.0,206.62
623,40047,355,2,37.69,0.0791,69.42
624,33339,324,2,700.97,0.0,1401.94
625,35121,226,1,55.55,0.0,55.55
626,68283,132,1,505.99,0.0,505.99
627,72635,369,2,544.13,0.3055,755.8
628,36914,362,6,25.64,0.0996,138.52
629,50520,65,1,75.65,0.3114,52.09
630,99899,235,1,155.75,0.0,155.75
631,21118,225,1,156.68,0.0941,141.94
632,89809,388,3,292.93,0.0,878.79
633,87611,304,1,306.68,0.1202,269.82
634,31093,319,2,51.37,0.2038,81.8
635,75255,265,5,31.17,0.0,155.85
636,70979,464,2,34.2,0.1105,60.84
637,82607,281,2,162.32,0.0,324.64
638,60292,158,6,81.72,0.0,490.32
639,84565,468,1,203.29,0.3273,136.75
640,66097,476,1,45.91,0.0,45.91
641,28244,364,3,159.19,0.0,477.57
642,81596,193,1,473.04,0.0,473.04
643,63482,282,1,105.09,0.2966,73.92
644,62594,485,2,42.49,0.0,84.98
645,2491,15,1,192.74,0.0726,178.75
